distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,transaction_amount,repeat_retailer,used_chip,used_pin_number,online_order,is_foreign_transaction,transactions_last_24h,Class
35.51,1.24,0.23,21.57,1,1,0,1,0,1,0
4.73,9.6,1.41,78.78,0,0,0,0,0,1,0
1.58,3.63,0.59,20.06,0,0,1,0,0,4,0
1.93,2.14,1.03,112.9,1,1,1,0,0,2,0
7.98,1.72,1.83,37.0,0,0,0,1,0,3,0
23.07,0.87,0.63,44.95,1,1,0,0,0,4,0
15.57,18.74,1.81,202.08,1,1,0,0,0,1,0
29.37,12.79,1.4,77.86,1,1,0,0,1,5,0
38.13,2.0,1.5,30.62,0,1,1,0,0,0,0
3.85,6.14,0.64,34.14,0,1,1,0,0,0,0
15.78,2.17,0.1,25.98,1,0,0,0,1,3,0
25.88,5.41,0.63,74.2,0,0,1,0,0,3,0
21.27,3.62,1.28,132.97,0,0,1,0,0,1,0
12.07,2.8,0.4,53.81,0,0,1,1,0,0,0
0.46,2.56,0.99,31.92,1,1,0,1,0,3,0
2.85,4.36,0.37,36.9,0,1,1,0,1,2,0
4.38,2.56,0.7,161.94,1,0,0,0,0,1,0
10.07,6.37,1.31,326.17,1,1,1,0,0,2,0
70.94,8.07,1.19,69.04,1,0,0,0,0,0,0
11.11,2.1,0.5,164.28,1,1,0,1,0,0,0
23.79,0.42,1.96,131.71,1,0,1,0,0,3,0
26.36,5.93,1.1,17.55,1,1,0,1,0,4,0
13.56,4.93,0.82,195.69,1,0,1,0,0,1,0
22.58,1.7,0.92,33.34,1,0,0,0,0,2,0
2.13,6.85,0.34,133.89,1,0,0,1,0,3,0
30.69,1.81,0.9,13.3,1,1,0,1,0,1,0
8.16,0.48,1.2,115.25,1,1,1,0,0,5,0
7.01,4.87,1.5,84.72,1,1,1,1,0,3,0
1.9,2.91,1.38,152.26,1,1,1,1,0,2,0
18.39,10.37,0.68,154.6,1,1,0,0,0,2,0
2.38,0.99,1.33,207.34,1,0,1,1,1,3,0
9.57,2.15,0.34,47.44,1,0,0,0,0,3,0
6.6,8.05,1.11,171.78,1,1,0,0,0,4,0
9.22,1.71,1.02,149.67,1,0,0,0,0,3,0
31.1,12.52,1.46,63.1,1,0,0,0,0,2,0
0.29,5.68,1.2,80.15,1,0,0,0,0,2,0
4.87,14.35,0.82,22.05,1,1,1,1,0,2,0
7.04,18.19,1.21,79.93,1,1,0,0,0,0,0
15.93,1.73,0.88,90.3,1,1,0,0,0,5,0
1.62,4.57,0.96,114.49,1,1,0,0,0,1,0
18.18,2.05,1.03,110.47,1,0,0,0,0,5,0
0.15,2.05,1.98,38.89,1,1,0,0,0,1,0
4.47,1.66,1.11,122.51,0,1,1,1,0,1,0
17.21,7.51,1.38,2.66,1,1,1,1,0,1,0
18.04,4.45,1.0,64.57,0,1,0,0,0,3,0
0.7,8.3,0.59,44.48,0,0,0,0,0,0,0
0.88,4.33,1.34,40.97,1,0,1,0,0,1,0
3.4,3.99,1.47,66.7,1,1,1,0,0,2,0
2.31,4.01,0.2,111.14,1,0,0,0,0,3,0
40.49,0.6,1.98,155.08,1,1,0,1,1,5,0
29.13,5.39,0.87,75.54,1,0,0,0,0,4,0
0.93,3.13,0.76,53.72,1,0,1,1,0,2,0
23.74,7.66,1.15,70.5,1,1,0,1,0,3,0
18.45,3.76,0.74,77.18,1,1,0,0,0,4,0
14.36,5.42,1.14,248.99,1,0,0,0,0,3,0
3.63,9.4,0.62,21.07,0,0,0,0,0,1,0
5.44,3.85,0.51,92.69,0,0,1,0,0,2,0
0.89,1.27,0.72,20.49,1,1,0,1,0,4,0
24.31,0.8,2.02,25.84,1,0,1,0,0,3,0
5.42,8.28,0.68,89.29,1,0,0,0,0,0,0
14.62,1.12,0.98,161.4,1,1,1,0,0,2,0
12.6,2.86,0.66,1.67,0,1,1,0,0,3,0
1.85,0.08,1.27,51.21,1,0,1,0,0,4,0
13.02,1.62,1.1,54.59,1,1,1,0,0,2,0
36.22,2.0,1.06,80.36,1,1,0,0,0,2,0
9.39,0.75,0.6,128.1,0,0,1,0,0,2,0
7.6,10.39,0.57,42.62,0,0,1,0,0,2,0
17.81,3.98,1.4,62.87,1,0,0,1,0,0,0
32.73,0.13,1.0,26.93,1,1,0,1,0,1,0
0.22,3.65,1.04,127.66,1,1,1,1,0,2,0
4.82,3.91,0.24,9.9,1,1,0,1,0,0,0
39.5,4.96,0.33,72.87,0,1,0,0,0,1,0
4.32,1.66,0.76,106.41,1,0,1,1,0,2,0
40.87,12.64,1.75,68.18,1,1,0,0,0,2,0
8.5,5.26,0.73,164.71,1,1,1,0,0,3,0
0.76,1.66,0.95,70.71,1,1,0,0,0,2,0
4.52,8.33,1.76,219.88,1,1,1,1,0,2,0
44.72,0.79,1.51,66.66,1,1,0,1,0,5,0
0.79,0.16,0.8,88.82,1,1,1,0,1,5,0
6.22,0.21,1.22,77.44,1,0,1,0,0,2,0
18.54,15.47,2.47,69.04,1,1,0,1,0,1,0
12.51,10.58,1.16,128.1,1,0,1,0,0,3,0
8.41,0.33,1.36,95.69,1,1,0,1,0,1,0
8.43,9.78,1.75,46.27,0,1,1,0,0,3,0
6.33,2.14,0.92,66.25,1,1,0,1,0,1,0
56.79,5.55,0.93,135.97,1,1,0,0,0,1,0
4.36,5.38,0.25,12.7,0,1,1,1,0,1,0
16.99,2.3,1.26,172.66,1,1,0,1,0,1,0
14.4,1.17,1.31,71.76,1,0,0,0,0,5,0
8.89,2.13,0.39,188.62,1,0,1,0,0,2,0
5.65,5.22,1.25,125.42,1,1,0,1,0,3,0
3.74,12.32,1.1,194.8,1,0,1,0,0,2,0
1.93,4.24,1.0,63.29,1,0,1,0,0,2,0
19.84,8.17,0.8,91.87,1,0,0,0,0,4,0
30.26,4.33,0.82,110.53,1,1,1,0,0,1,0
46.87,10.94,1.78,156.45,1,1,1,0,0,3,0
13.63,1.34,1.58,15.03,0,0,0,1,0,2,0
1.48,1.37,0.68,147.74,1,1,0,0,0,6,0
8.96,5.53,0.86,11.57,1,1,0,0,0,5,0
15.18,1.1,1.28,29.58,1,1,0,0,0,0,0
7.3,4.75,0.46,24.7,1,0,1,1,0,1,0
0.2,20.7,2.11,160.47,0,0,0,0,0,1,0
3.03,3.83,0.79,19.06,1,1,1,1,0,0,0
13.31,2.54,1.73,134.47,1,1,1,1,0,2,0
6.03,8.07,0.66,127.72,1,1,0,0,0,3,0
16.77,0.51,1.13,34.64,1,1,1,1,0,3,0
12.7,2.98,0.92,138.46,1,1,1,0,0,3,0
1.28,0.27,1.05,110.8,1,0,0,0,0,1,0
22.01,5.6,1.15,17.13,1,1,1,1,0,1,0
5.18,1.38,0.22,52.61,1,1,0,0,0,2,0
14.65,5.54,0.87,5.72,0,1,0,1,1,0,0
10.23,2.19,1.36,55.65,1,1,1,1,1,2,0
9.02,1.3,1.17,50.51,0,1,1,1,0,3,0
20.54,3.07,0.25,145.5,1,1,0,0,0,1,0
12.95,5.02,0.41,61.33,1,0,0,0,1,1,0
10.09,2.0,0.41,106.42,1,1,1,1,0,1,0
19.42,0.7,1.37,44.99,1,1,0,0,0,5,0
8.27,4.36,0.15,65.32,1,1,0,0,0,2,0
5.88,0.27,0.68,8.33,0,0,1,0,0,2,0
23.57,0.86,1.26,132.95,1,1,1,0,0,3,0
40.59,0.93,1.21,80.06,1,1,0,1,0,2,0
15.01,0.25,0.74,281.82,1,0,0,1,0,1,0
17.97,7.65,0.65,133.94,0,1,0,1,0,2,0
24.1,1.6,0.79,63.83,1,0,1,0,0,3,0
4.35,2.84,1.72,88.5,1,0,0,0,0,0,0
22.2,5.9,1.14,64.88,1,0,1,1,0,2,0
0.44,18.96,1.3,29.0,1,1,0,1,0,1,0
4.08,12.14,1.7,248.63,0,0,1,0,0,2,0
10.85,0.94,0.82,152.98,0,1,0,0,0,1,0
3.36,14.74,1.53,46.58,1,1,0,0,0,0,0
7.67,7.01,1.21,53.66,1,0,0,0,1,2,0
6.62,2.88,0.1,204.62,1,0,1,0,0,2,0
15.73,4.1,1.07,119.14,1,1,0,1,1,2,0
5.97,3.38,1.09,254.46,0,0,0,1,0,5,0
3.59,3.85,0.57,32.63,0,0,0,0,0,0,0
9.09,1.37,0.53,38.44,1,0,0,0,0,1,0
9.83,1.37,1.26,145.69,1,0,1,0,0,3,0
2.63,2.81,1.56,12.52,1,1,1,0,0,4,0
4.67,18.09,1.11,183.57,1,0,0,0,0,2,0
14.76,0.22,0.84,29.35,1,0,1,1,0,3,0
14.28,0.25,1.67,81.98,1,0,1,0,0,0,0
7.94,0.1,2.09,67.61,1,1,0,1,0,1,0
2.1,1.79,0.89,62.98,1,0,1,1,0,1,0
11.01,6.61,0.86,220.78,1,1,1,1,0,4,0
64.72,0.56,0.92,78.8,1,1,1,0,0,5,0
24.14,1.24,0.74,97.53,1,0,1,0,0,2,0
8.88,4.07,0.58,197.77,1,1,1,0,1,1,0
54.63,1.47,1.63,66.09,1,1,1,0,0,3,0
31.06,21.2,1.51,59.21,0,1,0,1,0,1,0
4.58,2.81,1.03,76.12,1,0,1,0,0,4,0
0.02,4.7,1.05,59.48,0,1,0,1,0,1,0
3.44,4.84,1.1,226.6,1,0,1,1,0,1,0
85.42,0.45,0.12,148.64,1,1,0,0,0,1,0
19.92,14.85,0.48,76.95,1,1,0,1,0,1,0
3.35,1.52,0.88,131.14,1,1,0,0,0,1,0
5.2,6.01,1.68,94.71,1,1,0,0,0,0,0
22.15,2.97,0.57,88.24,1,1,1,1,0,3,0
15.49,1.56,0.64,151.64,0,1,1,0,0,3,0
21.03,3.18,0.97,168.94,0,1,0,0,0,3,0
5.08,1.75,0.24,76.67,1,0,1,0,0,1,0
3.86,1.14,0.89,52.3,0,0,1,0,0,3,0
26.09,1.8,0.46,38.19,1,0,0,1,0,3,0
7.1,9.28,0.33,128.48,1,0,0,1,1,1,0
7.05,0.17,1.58,156.0,1,1,1,0,0,2,0
9.28,6.73,0.99,19.42,1,0,1,0,0,0,0
5.29,0.35,1.59,253.6,1,0,1,0,0,1,0
7.04,0.66,1.59,70.6,0,0,1,0,0,4,0
26.44,9.89,1.93,45.45,1,1,0,1,0,2,0
26.24,0.38,1.05,80.56,0,1,1,1,0,5,0
5.93,40.75,2.67,369.99,0,1,1,1,0,3,1
26.44,0.73,1.02,166.23,1,0,1,1,0,7,0
12.24,6.38,1.02,30.15,1,1,1,0,0,4,0
20.51,0.05,0.1,40.46,1,1,0,0,0,3,0
4.16,6.91,0.16,201.28,1,0,0,0,0,0,0
51.01,3.76,0.89,84.89,1,0,0,0,0,3,0
7.91,3.65,1.26,61.56,1,0,1,0,0,2,0
5.02,19.02,0.96,87.55,1,1,1,0,0,1,0
3.95,3.0,1.4,60.48,1,0,0,0,0,1,0
18.42,3.02,1.38,74.65,1,1,0,0,0,5,0
16.74,5.23,1.41,171.84,1,1,1,1,0,2,0
13.26,3.72,0.96,306.24,1,1,1,0,0,3,0
10.84,1.54,0.99,57.57,1,1,1,0,0,1,0
5.06,4.3,0.42,130.51,0,1,0,0,0,1,0
2.25,8.62,1.0,74.09,1,0,0,0,0,0,0
26.45,7.86,1.4,46.56,1,0,1,1,0,3,0
8.9,6.38,0.52,120.29,1,1,1,0,0,5,0
8.63,3.04,0.78,25.39,1,1,0,1,0,2,0
3.25,9.93,0.87,95.62,0,0,1,0,0,3,0
29.67,10.67,0.41,191.72,1,1,0,1,0,2,0
23.34,7.36,0.48,119.63,0,1,0,1,0,1,0
30.27,3.32,1.18,84.35,1,0,1,0,0,3,0
4.03,4.09,0.2,152.1,1,1,0,1,0,3,1
16.59,13.29,0.77,125.13,1,0,1,1,0,0,0
13.6,3.17,0.83,91.14,1,0,1,0,0,2,0
18.16,3.3,0.1,135.45,1,1,0,1,0,1,0
2.89,0.57,1.24,8.77,1,1,1,0,0,1,0
1.92,0.41,1.82,48.56,0,1,0,1,0,0,0
18.17,6.65,1.06,9.77,0,1,1,1,0,2,0
4.83,0.45,0.75,10.56,1,1,0,0,0,3,0
15.81,8.93,0.75,50.88,1,0,0,1,0,2,0
1.45,7.6,0.44,12.52,1,1,1,0,0,3,0
4.1,0.26,1.59,12.68,0,1,0,0,0,3,0
49.5,1.25,0.77,28.42,1,1,1,0,0,1,0
5.4,3.75,0.58,38.64,1,1,0,1,0,4,0
4.12,0.8,1.51,100.22,1,0,1,0,0,1,0
2.62,14.6,0.66,141.53,1,0,0,0,1,4,0
8.34,12.19,0.86,61.54,1,1,0,0,0,0,0
10.26,12.02,1.01,9.11,1,1,1,1,0,2,0
4.73,2.64,2.3,88.95,1,0,0,0,0,5,0
33.54,0.16,1.75,69.99,1,1,0,0,0,4,0
7.71,2.94,1.99,56.9,1,1,1,0,0,3,0
5.31,8.16,0.72,56.47,1,1,1,0,0,0,0
22.1,2.6,1.35,64.74,1,1,0,0,0,3,0
3.69,2.61,0.11,12.25,0,1,0,1,0,2,0
17.03,7.01,0.58,17.89,0,1,0,1,0,0,0
7.53,3.53,1.23,18.53,1,0,1,0,0,5,0
7.48,2.99,1.53,148.93,1,0,1,1,0,3,0
29.28,0.68,1.83,45.5,0,1,0,0,1,1,0
15.74,9.97,0.65,78.62,1,1,1,0,1,1,0
16.93,5.45,1.67,7.5,1,1,1,0,0,0,0
26.48,0.85,0.54,66.17,0,1,1,0,0,0,0
31.48,6.68,1.8,88.72,1,1,0,0,0,0,0
18.17,1.06,0.89,53.29,1,1,1,0,0,4,0
4.47,12.87,1.3,22.8,1,0,0,1,0,4,0
38.07,1.42,0.19,109.94,1,0,1,0,0,3,0
5.02,5.79,1.75,49.58,0,0,0,0,0,3,0
8.38,3.36,0.97,118.84,1,0,1,1,0,0,0
16.53,2.27,0.71,30.18,1,1,1,1,0,1,0
1.74,7.03,1.02,40.56,1,1,0,0,0,2,0
6.36,8.71,0.32,32.37,1,0,1,0,0,6,0
25.0,8.85,1.26,137.06,1,0,1,0,0,4,0
24.13,0.76,0.87,49.33,1,1,0,0,0,3,0
18.43,0.51,1.47,70.39,1,1,1,0,0,0,0
6.68,12.66,0.67,18.26,1,0,1,0,0,2,0
5.03,2.23,1.34,79.08,1,1,0,0,0,4,0
5.31,5.1,1.66,109.52,1,0,0,0,1,3,0
5.47,0.52,1.1,49.87,1,1,1,0,0,5,0
3.09,0.27,1.84,15.89,1,0,0,0,1,2,0
17.93,7.81,1.15,114.25,1,0,1,1,0,6,0
3.43,13.99,1.65,112.67,0,1,1,1,0,2,0
26.9,10.62,1.01,36.37,0,0,1,1,0,3,0
1.33,3.66,0.94,105.38,0,0,0,1,0,1,0
41.79,6.26,0.99,114.87,1,1,1,0,0,1,0
0.74,1.67,0.65,37.11,1,1,1,0,0,1,0
10.32,6.92,0.73,65.93,1,1,1,0,0,3,0
19.21,2.68,0.4,74.03,1,0,1,0,0,1,0
14.83,6.67,0.96,128.97,1,1,0,0,0,3,0
5.55,10.58,0.98,87.67,1,0,1,0,0,3,0
0.62,0.86,1.4,54.23,1,1,1,1,0,4,0
6.59,8.27,1.06,51.75,0,0,1,0,0,4,0
18.5,4.01,1.01,21.08,1,1,1,0,0,2,0
9.18,0.62,0.59,212.58,1,1,0,0,0,1,0
12.66,4.08,0.86,77.15,1,1,0,0,0,4,0
86.52,6.64,0.55,29.44,1,0,0,0,0,2,0
2.92,0.62,1.32,84.58,1,0,0,0,0,4,0
0.47,1.33,1.34,73.2,1,0,1,1,1,5,0
7.88,5.6,1.2,34.86,1,0,1,0,0,2,0
6.75,1.32,1.37,56.14,1,1,1,0,0,4,0
21.11,9.6,0.19,31.33,1,1,1,0,1,2,0
34.91,2.45,1.27,84.26,1,0,0,1,0,2,0
13.17,3.08,0.56,80.5,0,0,0,1,0,2,0
4.26,0.27,0.94,33.82,1,1,1,1,0,5,0
27.41,2.87,1.11,19.84,1,1,0,0,0,3,0
30.17,15.56,1.41,38.37,1,1,1,1,0,1,0
39.28,1.61,0.91,131.83,1,1,0,0,0,5,0
20.01,0.28,1.7,81.92,1,0,1,0,0,4,0
10.31,3.12,0.99,86.83,1,0,1,1,0,2,0
16.02,2.98,0.81,30.41,1,0,0,0,0,2,0
1.29,0.54,1.08,23.99,1,1,0,1,0,3,0
7.59,5.2,1.39,87.91,1,1,0,0,1,4,0
65.93,21.41,0.18,148.83,1,0,1,1,0,0,0
10.95,3.9,0.96,193.9,1,0,0,0,0,3,0
12.91,6.21,0.9,73.72,1,1,0,0,0,2,0
2.6,1.81,0.72,220.31,1,1,1,0,0,0,0
21.75,9.87,1.75,163.14,1,1,1,0,0,1,0
15.21,0.45,1.07,45.94,1,0,0,0,0,1,0
5.56,0.9,0.76,13.12,1,1,0,0,0,2,0
64.03,7.99,0.43,127.31,1,0,0,0,0,1,0
3.94,1.34,0.62,101.9,1,1,0,0,0,4,0
10.75,1.6,0.58,34.4,1,0,0,0,0,0,0
11.74,2.25,1.13,145.37,1,1,1,1,0,1,0
2.21,2.92,1.3,62.8,1,1,0,1,0,1,0
4.38,2.86,0.57,39.24,1,0,1,0,0,4,0
7.09,8.15,0.16,109.52,0,1,0,0,0,5,0
1.65,1.19,0.45,63.41,1,1,0,0,1,2,0
15.11,2.54,1.39,107.24,1,1,1,1,0,3,0
15.73,4.41,1.78,90.83,1,1,0,0,0,1,0
74.98,1.98,1.64,132.5,1,1,1,1,0,3,0
122.59,1.9,0.1,17.09,1,1,1,1,0,4,0
37.23,1.9,0.84,51.2,1,0,0,1,0,1,0
2.62,9.14,0.87,20.14,1,0,0,0,0,4,0
2.68,1.58,0.59,47.58,1,1,0,0,0,1,0
85.69,9.02,1.19,12.22,1,0,1,0,0,2,0
0.6,5.82,1.3,82.26,1,1,1,1,0,2,0
10.82,2.43,1.23,44.28,1,0,0,0,0,3,0
13.88,2.58,0.69,145.97,1,1,0,0,0,2,0
25.46,0.03,1.39,107.44,1,1,0,0,0,1,0
8.53,7.27,1.64,56.46,1,1,0,1,0,1,0
2.47,13.74,1.18,125.8,0,0,0,1,0,5,0
69.35,4.07,0.87,277.77,1,0,0,1,0,4,1
1.32,3.51,0.81,52.59,1,1,0,0,0,2,0
0.54,1.8,1.14,101.53,0,0,0,1,0,1,0
1.77,0.94,1.34,51.26,1,0,0,0,0,2,0
5.21,4.75,1.22,18.24,1,0,0,1,0,2,0
6.01,15.85,1.11,42.8,1,1,0,0,0,0,0
17.14,1.05,1.36,221.74,1,1,0,1,0,4,0
11.05,8.17,1.67,53.41,1,1,1,1,0,0,0
14.01,0.7,0.78,112.69,1,1,0,1,1,1,0
34.25,4.3,0.39,49.05,0,0,1,0,0,0,0
6.59,6.69,1.96,165.3,1,0,0,0,0,0,0
41.22,3.15,0.38,75.24,1,0,1,0,0,0,0
0.87,2.9,1.55,105.47,0,1,0,1,1,0,0
17.61,0.66,0.52,53.85,1,0,1,1,0,5,0
4.76,0.68,0.48,112.06,0,0,1,0,0,2,0
10.53,1.34,0.1,22.86,1,1,1,0,0,2,0
25.73,0.39,0.72,130.8,0,0,1,0,0,3,0
7.58,2.83,0.75,30.71,1,0,0,0,0,1,0
7.71,13.35,1.68,11.75,1,1,1,0,0,5,0
32.85,2.04,1.92,69.67,1,1,0,1,0,1,0
21.05,2.02,1.2,140.09,1,0,1,0,0,2,0
20.7,1.25,1.05,31.18,1,0,0,0,0,3,0
10.4,7.59,0.1,23.15,1,1,0,0,0,1,0
7.77,8.24,1.25,24.4,1,0,1,0,0,1,0
16.07,1.49,1.42,63.84,1,1,0,0,0,0,0
31.49,13.7,1.37,67.95,0,0,0,0,0,3,0
3.53,1.15,0.68,35.08,1,0,1,0,0,0,0
17.51,5.33,1.19,58.48,1,1,0,0,0,1,0
1.59,2.77,0.29,105.35,1,0,0,1,0,1,0
16.89,0.78,0.73,47.53,1,1,1,0,0,4,0
7.56,1.9,0.29,48.72,1,1,0,0,0,3,0
2.87,4.88,1.16,48.87,0,1,1,0,0,5,0
31.44,0.28,1.12,26.59,1,0,1,0,0,5,0
35.36,2.61,1.29,82.29,1,1,1,0,0,5,0
3.34,2.64,1.88,31.97,1,1,0,0,0,2,0
0.36,6.58,1.26,21.82,0,0,0,0,0,1,0
1.23,3.86,0.46,165.03,1,0,1,0,0,3,0
9.7,4.31,0.75,63.21,1,0,0,1,0,4,0
10.67,5.07,1.34,25.77,1,0,1,0,0,3,0
59.6,1.12,1.27,75.94,0,0,0,1,0,3,0
5.34,3.29,0.1,107.36,1,0,0,0,0,1,0
14.9,0.34,0.29,79.73,1,0,1,1,0,7,0
0.64,1.06,1.25,34.47,1,0,0,1,0,3,0
8.55,12.09,0.39,94.5,1,0,1,0,0,2,0
19.39,10.77,2.18,40.4,1,1,1,0,0,2,0
111.63,9.24,0.85,55.57,1,1,1,1,0,2,0
0.39,15.85,0.45,102.64,1,0,0,0,0,1,0
13.11,5.19,0.6,94.52,1,1,0,1,0,2,0
6.57,1.24,1.94,58.66,1,1,1,1,0,0,0
9.85,15.01,0.7,168.86,1,0,0,0,0,0,0
13.44,0.17,1.13,309.73,1,1,0,1,0,2,0
0.2,4.25,1.14,45.81,1,0,1,1,1,0,0
29.97,21.53,3.66,315.92,1,0,1,0,1,1,1
58.7,3.51,1.44,96.5,1,1,1,1,0,3,0
13.99,10.19,1.1,59.82,0,1,0,0,1,1,0
27.68,0.11,0.91,16.21,1,1,1,0,0,2,0
11.4,3.24,1.05,83.4,1,1,1,0,0,1,0
33.48,1.54,1.38,45.81,1,1,0,1,0,2,0
33.84,0.46,1.32,100.82,1,1,0,0,0,7,0
0.8,2.09,1.64,165.45,0,1,1,1,0,2,0
5.32,2.81,0.78,167.59,0,1,0,0,0,2,0
15.06,1.73,0.68,43.82,0,1,1,0,0,2,0
14.66,4.93,0.9,98.28,1,0,0,0,0,4,0
47.53,11.23,0.66,80.03,1,0,1,0,0,2,0
1.2,11.98,0.74,21.75,1,0,1,0,0,2,0
4.86,1.9,2.04,50.74,1,0,0,1,0,1,0
41.84,0.97,1.5,175.51,1,1,1,0,0,1,0
10.87,12.11,0.35,206.46,1,0,1,0,1,2,0
16.7,1.49,0.53,109.89,1,0,0,1,0,3,0
10.85,3.44,0.72,90.67,1,1,0,1,0,2,0
11.93,0.69,0.46,27.55,1,1,1,0,0,3,0
37.59,1.81,1.72,72.99,1,1,0,1,0,1,0
40.27,1.52,1.27,19.46,1,0,0,0,0,3,0
13.72,5.41,1.39,88.07,1,0,1,0,0,1,0
40.94,0.15,1.41,21.97,1,1,0,1,0,3,0
16.16,1.21,0.82,78.15,1,1,0,1,0,2,0
16.01,2.92,0.87,63.05,1,1,1,1,0,3,0
0.3,3.08,0.17,11.99,1,1,1,0,0,2,0
28.97,3.77,0.51,124.92,1,1,1,1,0,2,0
4.17,9.21,0.1,85.29,1,1,0,1,0,0,0
26.18,5.66,1.38,45.68,0,1,0,0,0,4,0
6.04,13.87,0.37,88.83,1,1,1,0,0,1,0
12.93,8.22,0.49,108.23,1,0,0,0,0,4,0
6.37,3.9,0.73,230.93,1,0,0,0,1,5,0
4.34,1.35,0.76,72.67,1,1,1,1,0,2,0
13.04,9.57,1.18,61.37,1,0,0,1,0,1,0
3.27,4.47,1.52,55.07,1,1,1,0,0,1,0
10.02,2.75,0.77,63.44,1,0,0,0,0,1,0
1.81,0.07,1.44,112.41,1,1,0,1,0,2,0
30.0,17.22,1.53,57.04,1,1,0,0,0,3,0
12.46,5.35,0.69,138.39,1,1,0,0,0,3,0
4.45,5.64,0.29,57.77,1,0,0,1,0,2,0
9.29,0.08,0.38,78.01,1,1,0,1,0,2,0
11.04,6.42,1.47,131.32,0,0,0,0,1,0,0
0.6,3.67,1.31,15.71,1,1,1,0,0,1,0
10.79,4.89,1.49,125.02,1,1,1,0,0,2,0
15.1,0.02,1.79,83.82,1,1,1,0,0,2,0
13.81,2.31,0.72,40.77,1,1,1,0,0,5,0
11.25,5.66,0.19,13.63,0,1,0,0,0,4,0
12.14,4.37,1.86,26.35,1,0,1,0,1,2,0
51.44,6.09,3.94,142.21,0,0,0,0,1,7,1
36.95,4.43,0.97,18.49,1,1,0,0,0,1,0
4.9,17.02,1.15,44.24,0,0,1,0,0,2,0
15.88,9.24,1.07,91.87,1,0,1,0,0,3,0
10.44,7.74,0.35,92.13,1,1,0,1,0,2,0
8.49,0.83,0.37,133.28,1,1,1,1,0,0,0
19.65,2.41,0.72,181.54,0,1,0,1,0,1,0
13.54,0.14,1.34,121.38,1,1,1,0,1,1,0
26.22,2.63,0.69,128.01,1,0,1,1,0,1,0
5.4,0.24,1.74,81.4,1,0,1,0,0,3,0
15.02,1.69,0.84,35.82,1,1,1,0,0,1,0
5.27,1.18,0.46,154.69,0,1,1,0,0,1,0
5.68,6.13,1.24,129.94,1,1,1,0,0,1,0
20.92,5.99,1.8,71.19,1,1,0,0,1,3,0
0.15,1.49,0.17,3.97,0,1,0,1,0,4,0
21.34,3.11,1.11,9.64,0,1,0,0,0,0,0
13.91,0.1,1.05,118.58,1,1,1,0,0,2,0
2.06,11.87,1.87,108.82,1,0,1,1,0,1,0
12.19,5.85,1.18,106.33,1,1,1,0,0,3,0
0.52,3.43,1.17,29.22,0,0,0,0,0,4,0
56.59,6.12,1.55,95.29,1,1,1,1,0,5,0
3.02,3.56,1.37,104.46,1,1,0,1,0,2,0
74.35,1.29,1.23,242.64,1,1,0,1,0,1,0
2.27,10.1,0.73,391.77,0,1,0,0,0,2,0
5.42,28.8,1.33,69.49,0,0,1,0,0,1,0
7.01,0.18,0.73,61.52,1,1,0,0,0,3,0
49.65,2.86,0.78,167.14,1,1,1,1,0,2,0
17.46,2.92,0.8,152.4,1,1,1,0,0,0,0
31.25,1.54,1.09,123.11,1,0,0,0,0,1,0
21.52,0.56,1.49,54.49,1,0,1,1,0,2,0
10.17,9.05,0.73,177.72,1,0,1,0,0,3,0
7.1,3.15,0.75,133.64,1,1,0,0,0,1,0
29.82,4.81,0.72,14.25,0,0,0,0,0,2,0
30.66,10.21,0.72,70.39,1,1,0,0,0,1,0
3.01,8.99,2.1,126.47,0,1,1,0,0,0,0
26.12,2.65,0.85,35.41,1,1,1,0,0,3,0
2.21,18.96,0.51,164.88,1,1,1,0,0,4,0
17.1,13.53,0.75,177.03,1,1,0,0,0,3,0
13.98,14.82,0.41,88.35,1,1,1,1,0,2,0
6.46,3.81,0.2,22.07,0,1,1,1,0,1,0
1.27,1.43,0.42,104.04,0,1,0,0,0,3,0
13.88,2.59,1.55,24.79,1,0,1,0,0,0,0
23.33,1.09,1.15,49.07,1,0,1,0,0,0,0
5.72,11.49,0.5,170.13,1,1,0,0,0,3,0
14.23,1.29,0.1,58.24,1,1,1,1,0,4,0
5.9,10.92,0.1,154.7,1,0,1,1,0,5,0
11.68,0.93,0.81,25.3,1,0,0,1,1,5,0
10.34,1.36,0.9,53.89,1,1,0,0,0,5,0
9.91,3.94,0.86,83.58,1,1,1,0,0,0,0
91.44,13.27,1.58,428.28,1,1,0,1,0,0,1
3.69,2.97,1.03,37.85,0,1,0,1,0,1,0
14.74,2.29,0.84,163.43,1,1,1,0,0,1,0
1.06,11.82,1.14,39.39,1,0,0,0,0,1,0
4.8,11.08,0.88,105.58,1,1,0,1,0,2,0
23.15,1.14,2.15,44.72,1,0,0,0,0,3,0
12.15,4.58,0.14,68.0,1,1,1,0,0,1,0
16.12,14.42,2.25,90.3,1,1,0,0,0,1,0
10.33,13.42,1.64,189.36,1,0,0,1,0,0,0
1.83,3.34,0.67,30.48,0,0,0,0,1,0,0
5.31,1.53,0.58,84.62,1,1,0,0,0,0,0
0.81,16.87,0.81,11.38,0,1,0,0,0,0,0
4.15,1.69,0.48,1.79,1,1,0,0,1,0,0
4.76,1.71,1.09,241.45,1,0,0,0,0,0,0
13.13,4.43,1.64,180.52,1,0,1,0,0,1,0
